,Date,actual,ensemble,unilstm,multilstm
0,2018-07-02 00:00:00,8,13.945004642009735,0.20930137485265732,2.26351547986269
1,2018-07-02 01:00:00,6,8.758101128041744,-4.142873212695122,-2.011493220925331
2,2018-07-02 02:00:00,2,16.569181382656097,-3.8215172290802,1.258501522243023
3,2018-07-02 03:00:00,2,12.134015802294016,-1.631844900548458,5.443873759359121
4,2018-07-02 04:00:00,13,11.552831195294857,2.3963113874197006,21.481195613741875
5,2018-07-02 05:00:00,19,48.70728727430105,10.341539345681667,54.482118897140026
6,2018-07-02 06:00:00,69,62.0545607060194,28.90407821163535,104.80291411280632
7,2018-07-02 07:00:00,182,126.62524733692408,75.66963938996196,236.95222973823547
8,2018-07-02 08:00:00,372,304.93564426898956,180.68903177976608,594.019983112812
9,2018-07-02 09:00:00,741,507.62192755937576,360.3028181195259,1129.286491572857
10,2018-07-02 10:00:00,1125,647.7732568979263,562.949765175581,1639.0648537874222
11,2018-07-02 11:00:00,1579,692.8883266448975,692.51807898283,1785.8328431844711
12,2018-07-02 12:00:00,1330,711.4897012710571,728.2111918926239,1710.9533286094666
13,2018-07-02 13:00:00,1412,611.1257140338421,707.4803772568703,1564.294473528862
14,2018-07-02 14:00:00,1511,634.922237098217,671.9693750143051,1426.0122138261795
15,2018-07-02 15:00:00,1202,643.9660212397575,673.3514678478241,1443.5276937484741
16,2018-07-02 16:00:00,1578,651.1056096851826,726.2102860212326,1543.3884000778198
17,2018-07-02 17:00:00,1917,659.8177394270897,762.3136019706726,1564.247418642044
18,2018-07-02 18:00:00,1164,601.9079506397247,698.3009594678879,1409.0509909391403
19,2018-07-02 19:00:00,939,506.32923901081085,531.2398897111416,987.9802536964417
20,2018-07-02 20:00:00,500,304.7203887999058,337.2828245162964,485.58389514684677
21,2018-07-02 21:00:00,236,172.59455934166908,185.314217582345,220.70128798484802
22,2018-07-02 22:00:00,108,45.27150144800544,95.23393139243126,102.74793639779091
23,2018-07-02 23:00:00,70,32.38474676385522,52.74432826787233,65.42728679254651
