,Date,actual,ensemble,unilstm,multilstm
0,2018-07-31 00:00:00,12,20.692613497376442,50.115992948412895,35.80628713592887
1,2018-07-31 01:00:00,5,10.022969506680965,44.699284099042416,28.343800008296967
2,2018-07-31 02:00:00,19,19.99369364231825,42.812532763928175,27.92824137955904
3,2018-07-31 03:00:00,12,27.35112763941288,47.39580772817135,32.183489091694355
4,2018-07-31 04:00:00,7,16.522095538675785,61.321185529232025,48.77472745254636
5,2018-07-31 05:00:00,23,49.34501513838768,88.861946426332,75.8156436868012
6,2018-07-31 06:00:00,149,96.55372809618711,141.23392194509506,108.192785307765
7,2018-07-31 07:00:00,133,197.2704102844,246.97091683745384,207.5483739376068
8,2018-07-31 08:00:00,377,388.8608004152775,441.19796976447105,438.8269813358784
9,2018-07-31 09:00:00,1400,663.4952439367771,692.4947166442871,747.3671537637711
10,2018-07-31 10:00:00,1209,817.3729377985001,871.3652008771896,1032.3623403906822
11,2018-07-31 11:00:00,1169,850.462594628334,927.1352306008339,1108.9612570405006
12,2018-07-31 12:00:00,1039,856.9503903388977,915.4328453540802,1061.5251430869102
13,2018-07-31 13:00:00,1052,764.0996238589287,874.3525257706642,955.3624665737152
14,2018-07-31 14:00:00,1161,757.136904001236,852.6047477126122,842.1380898356438
15,2018-07-31 15:00:00,894,800.2252289652824,890.5731707811356,858.7389713525772
16,2018-07-31 16:00:00,919,788.3070516586304,939.5603623986244,888.8694536685944
17,2018-07-31 17:00:00,975,789.1902801394463,886.9733893871307,872.0175302028656
18,2018-07-31 18:00:00,677,640.4283192753792,694.8033779859543,768.0809625983238
19,2018-07-31 19:00:00,545,477.5304099917412,451.04668140411377,624.1479888558388
20,2018-07-31 20:00:00,874,233.22238698601723,253.09589460492134,395.13036876916885
21,2018-07-31 21:00:00,386,122.90889158844948,133.2564675807953,236.10163010656834
22,2018-07-31 22:00:00,223,39.41603157669306,75.6269958987832,144.38226535916328
23,2018-07-31 23:00:00,98,34.52980466187,52.50225357711315,85.94441961497068
